user_id, segment_id, segment_name         , total_orders, completed_orders, bad_orders, cancellation_rate  , days_since_signup
U000023,          0, Low Frequency Users  ,          5.0,              1.0,        1.0, 0.2                ,               409
U000024,          1, Frequent Shoppers    ,          1.0,              1.0,        0.0, 0.0                ,               462
U000025,          3, Bad Customers        ,          2.0,              0.0,        1.0, 0.5                ,               585
U000026,          0, Low Frequency Users  ,          2.0,              1.0,        0.0, 0.0                ,               403
U000027,          1, Frequent Shoppers    ,          1.0,              0.0,        0.0, 0.0                ,               180
U000028,          1, Frequent Shoppers    ,          0.0,              0.0,        0.0, 0.0                ,               291
U000029,          1, Frequent Shoppers    ,          1.0,              0.0,        0.0, 0.0                ,               354
U000030,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               242
U000031,          2, Risky Frequent Buyers,          2.0,              1.0,        0.0, 0.0                ,               751
U000032,          3, Bad Customers        ,          4.0,              0.0,        3.0, 0.75               ,               609
U000033,          1, Frequent Shoppers    ,          0.0,              0.0,        0.0, 0.0                ,               405
U000034,          3, Bad Customers        ,          3.0,              0.0,        2.0, 0.6666666666666666 ,               314
U000035,          0, Low Frequency Users  ,          5.0,              1.0,        1.0, 0.2                ,               382
U000036,          2, Risky Frequent Buyers,          4.0,              0.0,        1.0, 0.25               ,               709
U000037,          0, Low Frequency Users  ,          2.0,              1.0,        1.0, 0.5                ,               635
U000038,          0, Low Frequency Users  ,          4.0,              2.0,        2.0, 0.5                ,               563
U000039,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               212
U000040,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               482
U000041,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               654
U000042,          3, Bad Customers        ,          5.0,              0.0,        4.0, 0.8                ,               411
U000043,          3, Bad Customers        ,          2.0,              0.0,        1.0, 0.5                ,               694
U000044,          0, Low Frequency Users  ,          4.0,              1.0,        2.0, 0.5                ,               523
U000045,          2, Risky Frequent Buyers,          0.0,              0.0,        0.0, 0.0                ,               544
U000046,          0, Low Frequency Users  ,          3.0,              1.0,        1.0, 0.3333333333333333 ,               442
U000047,          3, Bad Customers        ,          2.0,              0.0,        1.0, 0.5                ,               287
U000048,          3, Bad Customers        ,          3.0,              0.0,        1.0, 0.3333333333333333 ,               632
U000049,          2, Risky Frequent Buyers,          1.0,              0.0,        0.0, 0.0                ,               635
U000050,          2, Risky Frequent Buyers,          1.0,              0.0,        0.0, 0.0                ,               601
U000051,          3, Bad Customers        ,          2.0,              0.0,        1.0, 0.5                ,               563
U000052,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               804
U000053,          3, Bad Customers        ,          3.0,              0.0,        2.0, 0.6666666666666666 ,               671
U000054,          1, Frequent Shoppers    ,          0.0,              0.0,        0.0, 0.0                ,               327
U000055,          2, Risky Frequent Buyers,          2.0,              0.0,        1.0, 0.5                ,               783
U000056,          3, Bad Customers        ,          4.0,              0.0,        2.0, 0.5                ,               788
U000057,          2, Risky Frequent Buyers,          1.0,              0.0,        0.0, 0.0                ,               792
U000058,          2, Risky Frequent Buyers,          0.0,              0.0,        0.0, 0.0                ,               814
U000059,          3, Bad Customers        ,          2.0,              0.0,        2.0, 1.0                ,               378
U000060,          3, Bad Customers        ,          2.0,              0.0,        1.0, 0.5                ,               678
U000061,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               279
U000062,          2, Risky Frequent Buyers,          1.0,              0.0,        0.0, 0.0                ,               696
U000063,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               660
U000064,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               676
U000065,          1, Frequent Shoppers    ,          1.0,              0.0,        0.0, 0.0                ,               530
U000066,          0, Low Frequency Users  ,          2.0,              1.0,        1.0, 0.5                ,               377
U000067,          3, Bad Customers        ,          2.0,              0.0,        1.0, 0.5                ,               469
U000068,          2, Risky Frequent Buyers,          2.0,              0.0,        0.0, 0.0                ,               811
U000069,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               577
U000070,          3, Bad Customers        ,          3.0,              0.0,        2.0, 0.6666666666666666 ,               445
U000071,          2, Risky Frequent Buyers,          2.0,              0.0,        1.0, 0.5                ,               810
U000072,          2, Risky Frequent Buyers,          1.0,              0.0,        0.0, 0.0                ,               813
U000073,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               813
U000074,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               492
U000075,          1, Frequent Shoppers    ,          0.0,              0.0,        0.0, 0.0                ,               460
U000076,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               180
U000077,          1, Frequent Shoppers    ,          2.0,              1.0,        0.0, 0.0                ,               387
U000078,          0, Low Frequency Users  ,          4.0,              1.0,        0.0, 0.0                ,               297
U000079,          3, Bad Customers        ,          4.0,              0.0,        2.0, 0.5                ,               434
U000080,          1, Frequent Shoppers    ,          1.0,              0.0,        0.0, 0.0                ,               376
U000081,          1, Frequent Shoppers    ,          2.0,              1.0,        0.0, 0.0                ,               224
U000082,          0, Low Frequency Users  ,          4.0,              1.0,        0.0, 0.0                ,               731
U000083,          0, Low Frequency Users  ,          4.0,              1.0,        1.0, 0.25               ,               679
U000084,          3, Bad Customers        ,          4.0,              0.0,        1.0, 0.25               ,               340
U000085,          2, Risky Frequent Buyers,          1.0,              1.0,        0.0, 0.0                ,               832
U000086,          2, Risky Frequent Buyers,          1.0,              1.0,        0.0, 0.0                ,               775
U000087,          0, Low Frequency Users  ,          2.0,              1.0,        0.0, 0.0                ,               581
U000088,          0, Low Frequency Users  ,          7.0,              0.0,        5.0, 0.7142857142857143 ,               278
U000089,          3, Bad Customers        ,          2.0,              0.0,        2.0, 1.0                ,               179
U000090,          1, Frequent Shoppers    ,          2.0,              1.0,        0.0, 0.0                ,               244
U000091,          2, Risky Frequent Buyers,          1.0,              0.0,        0.0, 0.0                ,               745
U000092,          3, Bad Customers        ,          2.0,              0.0,        1.0, 0.5                ,               687
U000093,          3, Bad Customers        ,          2.0,              0.0,        1.0, 0.5                ,               424
U000094,          1, Frequent Shoppers    ,          1.0,              0.0,        0.0, 0.0                ,               468
U000095,          1, Frequent Shoppers    ,          2.0,              0.0,        0.0, 0.0                ,               331
U000096,          3, Bad Customers        ,          3.0,              0.0,        2.0, 0.6666666666666666 ,               432
U000097,          0, Low Frequency Users  ,          3.0,              3.0,        0.0, 0.0                ,               741
U000098,          3, Bad Customers        ,          2.0,              0.0,        1.0, 0.5                ,               351
U000099,          2, Risky Frequent Buyers,          1.0,              1.0,        0.0, 0.0                ,               611
U000100,          2, Risky Frequent Buyers,          0.0,              0.0,        0.0, 0.0                ,               787
U000101,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               417
U000102,          0, Low Frequency Users  ,          2.0,              2.0,        0.0, 0.0                ,               551
U000103,          1, Frequent Shoppers    ,          2.0,              0.0,        0.0, 0.0                ,               440
U000104,          3, Bad Customers        ,          2.0,              0.0,        2.0, 1.0                ,               820
U000105,          1, Frequent Shoppers    ,          0.0,              0.0,        0.0, 0.0                ,               185
U000106,          2, Risky Frequent Buyers,          2.0,              1.0,        0.0, 0.0                ,               672
U000107,          0, Low Frequency Users  ,          4.0,              2.0,        0.0, 0.0                ,               459
U000108,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               510
U000109,          2, Risky Frequent Buyers,          0.0,              0.0,        0.0, 0.0                ,               820
U000110,          2, Risky Frequent Buyers,          0.0,              0.0,        0.0, 0.0                ,               775
U000111,          0, Low Frequency Users  ,          3.0,              1.0,        0.0, 0.0                ,               794
U000112,          2, Risky Frequent Buyers,          1.0,              0.0,        0.0, 0.0                ,               577
U000113,          2, Risky Frequent Buyers,          0.0,              0.0,        0.0, 0.0                ,               795
U000114,          3, Bad Customers        ,          2.0,              0.0,        1.0, 0.5                ,               268
U000115,          3, Bad Customers        ,          2.0,              0.0,        2.0, 1.0                ,               282
U000116,          3, Bad Customers        ,          2.0,              0.0,        2.0, 1.0                ,               842
U000117,          3, Bad Customers        ,          3.0,              0.0,        2.0, 0.6666666666666666 ,               799
U000118,          3, Bad Customers        ,          2.0,              0.0,        1.0, 0.5                ,               454
U000119,          0, Low Frequency Users  ,          6.0,              0.0,        2.0, 0.3333333333333333 ,               578
U000120,          3, Bad Customers        ,          3.0,              0.0,        2.0, 0.6666666666666666 ,               188
U000121,          0, Low Frequency Users  ,          5.0,              1.0,        4.0, 0.8                ,               351
U000122,          2, Risky Frequent Buyers,          0.0,              0.0,        0.0, 0.0                ,               563
U000123,          2, Risky Frequent Buyers,          1.0,              1.0,        0.0, 0.0                ,               847
U000124,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               563
U000125,          1, Frequent Shoppers    ,          2.0,              0.0,        0.0, 0.0                ,               513
U000126,          3, Bad Customers        ,          2.0,              0.0,        1.0, 0.5                ,               342
U000127,          0, Low Frequency Users  ,          6.0,              1.0,        3.0, 0.5                ,               422
U000128,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               823
U000129,          1, Frequent Shoppers    ,          0.0,              0.0,        0.0, 0.0                ,               441
U000130,          0, Low Frequency Users  ,          2.0,              1.0,        1.0, 0.5                ,               519
U000131,          3, Bad Customers        ,          4.0,              0.0,        2.0, 0.5                ,               562
U000132,          1, Frequent Shoppers    ,          1.0,              0.0,        0.0, 0.0                ,               322
U000133,          1, Frequent Shoppers    ,          0.0,              0.0,        0.0, 0.0                ,               408
U000134,          1, Frequent Shoppers    ,          2.0,              0.0,        0.0, 0.0                ,               305
U000135,          2, Risky Frequent Buyers,          0.0,              0.0,        0.0, 0.0                ,               628
U000136,          1, Frequent Shoppers    ,          3.0,              0.0,        0.0, 0.0                ,               453
U000137,          1, Frequent Shoppers    ,          2.0,              1.0,        0.0, 0.0                ,               347
U000138,          1, Frequent Shoppers    ,          0.0,              0.0,        0.0, 0.0                ,               471
U000139,          0, Low Frequency Users  ,          3.0,              2.0,        1.0, 0.3333333333333333 ,               264
U000140,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               675
U000141,          2, Risky Frequent Buyers,          2.0,              1.0,        0.0, 0.0                ,               825
U000142,          2, Risky Frequent Buyers,          2.0,              0.0,        1.0, 0.5                ,               835
U000143,          1, Frequent Shoppers    ,          1.0,              0.0,        0.0, 0.0                ,               290
U000144,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               574
U000145,          3, Bad Customers        ,          2.0,              0.0,        2.0, 1.0                ,               370
U000146,          1, Frequent Shoppers    ,          3.0,              0.0,        1.0, 0.3333333333333333 ,               209
U000147,          3, Bad Customers        ,          2.0,              0.0,        1.0, 0.5                ,               350
U000148,          1, Frequent Shoppers    ,          0.0,              0.0,        0.0, 0.0                ,               488
U000149,          1, Frequent Shoppers    ,          2.0,              1.0,        0.0, 0.0                ,               372
U000150,          2, Risky Frequent Buyers,          0.0,              0.0,        0.0, 0.0                ,               589
U000151,          2, Risky Frequent Buyers,          2.0,              0.0,        0.0, 0.0                ,               776
U000152,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               610
U000153,          2, Risky Frequent Buyers,          3.0,              0.0,        1.0, 0.3333333333333333 ,               791
U000154,          0, Low Frequency Users  ,          2.0,              1.0,        1.0, 0.5                ,               364
U000155,          1, Frequent Shoppers    ,          1.0,              0.0,        0.0, 0.0                ,               511
U000156,          2, Risky Frequent Buyers,          1.0,              1.0,        0.0, 0.0                ,               614
U000157,          0, Low Frequency Users  ,          6.0,              0.0,        3.0, 0.5                ,               767
U000158,          1, Frequent Shoppers    ,          2.0,              0.0,        1.0, 0.5                ,               237
U000159,          0, Low Frequency Users  ,          7.0,              1.0,        4.0, 0.5714285714285714 ,               278
U000160,          0, Low Frequency Users  ,          4.0,              1.0,        1.0, 0.25               ,               485
U000161,          0, Low Frequency Users  ,          4.0,              2.0,        2.0, 0.5                ,               708
U000162,          2, Risky Frequent Buyers,          1.0,              0.0,        0.0, 0.0                ,               773
U000163,          2, Risky Frequent Buyers,          2.0,              1.0,        0.0, 0.0                ,               811
U000164,          1, Frequent Shoppers    ,          1.0,              0.0,        0.0, 0.0                ,               424
U000165,          3, Bad Customers        ,          2.0,              0.0,        1.0, 0.5                ,               641
U000166,          0, Low Frequency Users  ,          3.0,              1.0,        1.0, 0.3333333333333333 ,               441
U000167,          2, Risky Frequent Buyers,          1.0,              1.0,        0.0, 0.0                ,               833
U000168,          0, Low Frequency Users  ,          6.0,              1.0,        4.0, 0.6666666666666666 ,               663
U000169,          0, Low Frequency Users  ,          2.0,              1.0,        0.0, 0.0                ,               544
U000170,          3, Bad Customers        ,          3.0,              0.0,        2.0, 0.6666666666666666 ,               643
U000171,          3, Bad Customers        ,          2.0,              0.0,        1.0, 0.5                ,               305
U000172,          0, Low Frequency Users  ,          4.0,              1.0,        2.0, 0.5                ,               521
U000173,          2, Risky Frequent Buyers,          1.0,              1.0,        0.0, 0.0                ,               523
U000174,          1, Frequent Shoppers    ,          2.0,              0.0,        0.0, 0.0                ,               364
U000175,          3, Bad Customers        ,          4.0,              0.0,        1.0, 0.25               ,               597
U000176,          1, Frequent Shoppers    ,          1.0,              0.0,        0.0, 0.0                ,               345
U000177,          1, Frequent Shoppers    ,          0.0,              0.0,        0.0, 0.0                ,               447
U000178,          0, Low Frequency Users  ,          2.0,              1.0,        0.0, 0.0                ,               497
U000179,          1, Frequent Shoppers    ,          1.0,              1.0,        0.0, 0.0                ,               453
U000180,          0, Low Frequency Users  ,          6.0,              1.0,        1.0, 0.16666666666666666,               840
U000181,          3, Bad Customers        ,          2.0,              0.0,        1.0, 0.5                ,               443
U000182,          3, Bad Customers        ,          2.0,              0.0,        2.0, 1.0                ,               502
U000183,          0, Low Frequency Users  ,          4.0,              2.0,        1.0, 0.25               ,               657
U000184,          2, Risky Frequent Buyers,          0.0,              0.0,        0.0, 0.0                ,               665
U000185,          3, Bad Customers        ,          2.0,              0.0,        1.0, 0.5                ,               625
U000186,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               698
U000187,          1, Frequent Shoppers    ,          1.0,              1.0,        0.0, 0.0                ,               396
U000188,          0, Low Frequency Users  ,          5.0,              2.0,        3.0, 0.6                ,               642
U000189,          3, Bad Customers        ,          2.0,              0.0,        2.0, 1.0                ,               223
U000190,          0, Low Frequency Users  ,          2.0,              1.0,        1.0, 0.5                ,               226
U000191,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               635
U000192,          0, Low Frequency Users  ,          4.0,              2.0,        0.0, 0.0                ,               425
U000193,          2, Risky Frequent Buyers,          2.0,              0.0,        0.0, 0.0                ,               857
U000194,          2, Risky Frequent Buyers,          0.0,              0.0,        0.0, 0.0                ,               819
U000195,          2, Risky Frequent Buyers,          1.0,              0.0,        0.0, 0.0                ,               610
U000196,          0, Low Frequency Users  ,          3.0,              1.0,        1.0, 0.3333333333333333 ,               237
U000197,          3, Bad Customers        ,          2.0,              0.0,        2.0, 1.0                ,               808
U000198,          1, Frequent Shoppers    ,          1.0,              0.0,        0.0, 0.0                ,               371
U000199,          3, Bad Customers        ,          2.0,              0.0,        2.0, 1.0                ,               479
U000200,          2, Risky Frequent Buyers,          1.0,              1.0,        0.0, 0.0                ,               572
U000201,          0, Low Frequency Users  ,          3.0,              1.0,        2.0, 0.6666666666666666 ,               338
U000202,          2, Risky Frequent Buyers,          4.0,              0.0,        1.0, 0.25               ,               771
U000203,          3, Bad Customers        ,          5.0,              0.0,        3.0, 0.6                ,               545
U000204,          0, Low Frequency Users  ,          4.0,              2.0,        0.0, 0.0                ,               220
U000205,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               839
U000206,          0, Low Frequency Users  ,          4.0,              1.0,        3.0, 0.75               ,               271
U000207,          0, Low Frequency Users  ,          2.0,              1.0,        1.0, 0.5                ,               187
U000208,          0, Low Frequency Users  ,          2.0,              1.0,        1.0, 0.5                ,               196
U000209,          3, Bad Customers        ,          3.0,              0.0,        1.0, 0.3333333333333333 ,               538
U000210,          0, Low Frequency Users  ,          2.0,              1.0,        1.0, 0.5                ,               499
U000211,          1, Frequent Shoppers    ,          1.0,              0.0,        0.0, 0.0                ,               401
U000212,          3, Bad Customers        ,          3.0,              0.0,        3.0, 1.0                ,               241
U000213,          3, Bad Customers        ,          2.0,              0.0,        1.0, 0.5                ,               590
U000214,          0, Low Frequency Users  ,          2.0,              1.0,        1.0, 0.5                ,               543
U000215,          2, Risky Frequent Buyers,          2.0,              1.0,        0.0, 0.0                ,               850
U000216,          3, Bad Customers        ,          3.0,              0.0,        2.0, 0.6666666666666666 ,               693
U000217,          0, Low Frequency Users  ,          6.0,              2.0,        4.0, 0.6666666666666666 ,               746
U000218,          0, Low Frequency Users  ,          5.0,              2.0,        2.0, 0.4                ,               285
U000219,          0, Low Frequency Users  ,          5.0,              1.0,        1.0, 0.2                ,               857
U000220,          0, Low Frequency Users  ,          3.0,              1.0,        0.0, 0.0                ,               788
U000221,          2, Risky Frequent Buyers,          1.0,              0.0,        0.0, 0.0                ,               606
U000222,          3, Bad Customers        ,          3.0,              0.0,        1.0, 0.3333333333333333 ,               483
U000223,          1, Frequent Shoppers    ,          0.0,              0.0,        0.0, 0.0                ,               249
U000224,          1, Frequent Shoppers    ,          1.0,              0.0,        0.0, 0.0                ,               411
U000225,          2, Risky Frequent Buyers,          1.0,              1.0,        0.0, 0.0                ,               750
U000226,          1, Frequent Shoppers    ,          0.0,              0.0,        0.0, 0.0                ,               321
U000227,          1, Frequent Shoppers    ,          2.0,              1.0,        0.0, 0.0                ,               199
U000228,          1, Frequent Shoppers    ,          2.0,              0.0,        0.0, 0.0                ,               410
U000229,          1, Frequent Shoppers    ,          0.0,              0.0,        0.0, 0.0                ,               356
U000230,          2, Risky Frequent Buyers,          0.0,              0.0,        0.0, 0.0                ,               554
U000231,          3, Bad Customers        ,          3.0,              0.0,        2.0, 0.6666666666666666 ,               662
U000232,          0, Low Frequency Users  ,          3.0,              1.0,        2.0, 0.6666666666666666 ,               678
U000233,          3, Bad Customers        ,          2.0,              0.0,        1.0, 0.5                ,               455
U000234,          0, Low Frequency Users  ,          4.0,              1.0,        2.0, 0.5                ,               560
U000235,          0, Low Frequency Users  ,          2.0,              1.0,        1.0, 0.5                ,               202
U000236,          2, Risky Frequent Buyers,          0.0,              0.0,        0.0, 0.0                ,               612
U000237,          2, Risky Frequent Buyers,          0.0,              0.0,        0.0, 0.0                ,               562
U000238,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               372
U000239,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               382
U000240,          1, Frequent Shoppers    ,          0.0,              0.0,        0.0, 0.0                ,               476
U000241,          1, Frequent Shoppers    ,          0.0,              0.0,        0.0, 0.0                ,               480
U000242,          2, Risky Frequent Buyers,          2.0,              1.0,        0.0, 0.0                ,               790
U000243,          1, Frequent Shoppers    ,          0.0,              0.0,        0.0, 0.0                ,               505
U000244,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               398
U000245,          1, Frequent Shoppers    ,          1.0,              1.0,        0.0, 0.0                ,               316
U000246,          2, Risky Frequent Buyers,          0.0,              0.0,        0.0, 0.0                ,               596
U000247,          2, Risky Frequent Buyers,          0.0,              0.0,        0.0, 0.0                ,               549
U000248,          1, Frequent Shoppers    ,          1.0,              0.0,        0.0, 0.0                ,               439
U000249,          2, Risky Frequent Buyers,          0.0,              0.0,        0.0, 0.0                ,               653
U000250,          0, Low Frequency Users  ,          3.0,              1.0,        1.0, 0.3333333333333333 ,               427
U000251,          1, Frequent Shoppers    ,          1.0,              0.0,        0.0, 0.0                ,               438
U000252,          2, Risky Frequent Buyers,          0.0,              0.0,        0.0, 0.0                ,               577
U000253,          0, Low Frequency Users  ,          3.0,              1.0,        1.0, 0.3333333333333333 ,               494
U000254,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               491
U000255,          0, Low Frequency Users  ,          3.0,              1.0,        2.0, 0.6666666666666666 ,               839
U000256,          1, Frequent Shoppers    ,          0.0,              0.0,        0.0, 0.0                ,               390
U000257,          2, Risky Frequent Buyers,          2.0,              0.0,        0.0, 0.0                ,               622
U000258,          1, Frequent Shoppers    ,          0.0,              0.0,        0.0, 0.0                ,               187
U000259,          3, Bad Customers        ,          2.0,              0.0,        2.0, 1.0                ,               691
U000260,          2, Risky Frequent Buyers,          1.0,              0.0,        0.0, 0.0                ,               552
U000261,          0, Low Frequency Users  ,          3.0,              1.0,        1.0, 0.3333333333333333 ,               638
U000262,          3, Bad Customers        ,          4.0,              0.0,        1.0, 0.25               ,               589
U000263,          0, Low Frequency Users  ,          3.0,              1.0,        0.0, 0.0                ,               322
U000264,          0, Low Frequency Users  ,          4.0,              3.0,        0.0, 0.0                ,               560
U000265,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               798
U000266,          1, Frequent Shoppers    ,          0.0,              0.0,        0.0, 0.0                ,               380
U000267,          0, Low Frequency Users  ,          2.0,              1.0,        1.0, 0.5                ,               186
U000268,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               768
U000269,          3, Bad Customers        ,          2.0,              0.0,        1.0, 0.5                ,               621
U000270,          0, Low Frequency Users  ,          2.0,              2.0,        0.0, 0.0                ,               458
U000271,          0, Low Frequency Users  ,          3.0,              1.0,        0.0, 0.0                ,               329
U000272,          0, Low Frequency Users  ,          4.0,              2.0,        2.0, 0.5                ,               325
U000273,          0, Low Frequency Users  ,          3.0,              1.0,        1.0, 0.3333333333333333 ,               186
U000274,          2, Risky Frequent Buyers,          0.0,              0.0,        0.0, 0.0                ,               850
U000275,          1, Frequent Shoppers    ,          0.0,              0.0,        0.0, 0.0                ,               337
U000276,          0, Low Frequency Users  ,          3.0,              1.0,        1.0, 0.3333333333333333 ,               638
U000277,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               782
U000278,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               504
U000279,          3, Bad Customers        ,          2.0,              0.0,        1.0, 0.5                ,               309
U000280,          3, Bad Customers        ,          4.0,              0.0,        1.0, 0.25               ,               610
U000281,          2, Risky Frequent Buyers,          0.0,              0.0,        0.0, 0.0                ,               600
U000282,          3, Bad Customers        ,          4.0,              0.0,        1.0, 0.25               ,               577
U000283,          1, Frequent Shoppers    ,          1.0,              0.0,        0.0, 0.0                ,               190
U000284,          2, Risky Frequent Buyers,          3.0,              0.0,        1.0, 0.3333333333333333 ,               856
U000285,          1, Frequent Shoppers    ,          0.0,              0.0,        0.0, 0.0                ,               360
U000286,          0, Low Frequency Users  ,          5.0,              1.0,        1.0, 0.2                ,               211
U000287,          1, Frequent Shoppers    ,          1.0,              0.0,        0.0, 0.0                ,               375
U000288,          3, Bad Customers        ,          4.0,              0.0,        1.0, 0.25               ,               426
U000289,          3, Bad Customers        ,          4.0,              0.0,        2.0, 0.5                ,               228
U000290,          1, Frequent Shoppers    ,          0.0,              0.0,        0.0, 0.0                ,               462
U000291,          3, Bad Customers        ,          3.0,              0.0,        1.0, 0.3333333333333333 ,               552
U000292,          3, Bad Customers        ,          3.0,              0.0,        2.0, 0.6666666666666666 ,               760
U000293,          2, Risky Frequent Buyers,          1.0,              0.0,        0.0, 0.0                ,               840
U000294,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               772
U000295,          0, Low Frequency Users  ,          4.0,              2.0,        1.0, 0.25               ,               308
U000296,          1, Frequent Shoppers    ,          1.0,              0.0,        0.0, 0.0                ,               522
U000297,          1, Frequent Shoppers    ,          1.0,              1.0,        0.0, 0.0                ,               441
U000298,          2, Risky Frequent Buyers,          0.0,              0.0,        0.0, 0.0                ,               575
U000299,          0, Low Frequency Users  ,          5.0,              3.0,        2.0, 0.4                ,               533
U000300,          3, Bad Customers        ,          1.0,              0.0,        1.0, 1.0                ,               329
U000301,          1, Frequent Shoppers    ,          2.0,              0.0,        0.0, 0.0                ,               496
U000302,          0, Low Frequency Users  ,          2.0,              1.0,        1.0, 0.5                ,               741
U000303,          0, Low Frequency Users  ,          3.0,              1.0,        2.0, 0.6666666666666666 ,               289
U000304,          1, Frequent Shoppers    ,          0.0,              0.0,        0.0, 0.0                ,               501
U000305,          1, Frequent Shoppers    ,          1.0,              1.0,        0.0, 0.0                ,               460
U000306,          1, Frequent Shoppers    ,          2.0,              0.0,        1.0, 0.5                ,               194
U000307,          1, Frequent Shoppers    ,          2.0,              1.0,        0.0, 0.0                ,               304
U000308,          1, Frequent Shoppers    ,          0.0,              0.0,        0.0, 0.0                ,               424
U000309,          0, Low Frequency Users  ,          3.0,              1.0,        0.0, 0.0                ,               801
U000310,          1, Frequent Shoppers    ,          2.0,              0.0,        0.0, 0.0                ,               369
U000311,          2, Risky Frequent Buyers,          1.0,              1.0,        0.0, 0.0                ,               792
U000312,          0, Low Frequency Users  ,          5.0,              1.0,        2.0, 0.4                ,               211
U000313,          1, Frequent Shoppers    ,          1.0,              1.0,        0.0, 0.0                ,               380
U000314,          1, Frequent Shoppers    ,          1.0,              0.0,        0.0, 0.0                ,               482
U000315,          2, Risky Frequent Buyers,          0.0,              0.0,        0.0, 0.0                ,               859
U000316,          2, Risky Frequent Buyers,          1.0,              0.0,        0.0, 0.0                ,               805
U000317,          0, Low Frequency Users  ,          2.0,              1.0,        0.0, 0.0                ,               608
U000318,          1, Frequent Shoppers    ,          2.0,              0.0,        0.0, 0.0                ,               347
U000319,          3, Bad Customers        ,          3.0,              0.0,        2.0, 0.6666666666666666 ,               575
