user_id,avg_order_value,monthly_spending,products_in_latest_month,categories_in_latest_month,product_prices_in_latest_month
U000030,0.0,0.0,[],[],[]
U000031,1104.67,1104.67,"['Willow Very', 'Willow At']","['Beauty', 'Sports']","[74.5, 343.39]"
U000032,0.0,0.0,[],[],[]
U000033,0.0,0.0,[],[],[]
U000034,0.0,0.0,[],[],[]
U000035,19.29,19.29,"['Solace Minute', 'Acme Democratic']","['Toys', 'Groceries']","[10.29, 9.0]"
U000036,0.0,0.0,[],[],[]
U000037,405.87,405.87,"['Orion Well', 'Pulse Group', 'Zenith Glass']","['Groceries', 'Toys', 'Toys']","[20.26, 26.74, 110.71]"
U000038,1433.7299999999998,27.24,['Willow Data'],['Sports'],[27.24]
U000039,0.0,0.0,[],[],[]
U000040,0.0,0.0,[],[],[]
U000041,0.0,0.0,[],[],[]
U000042,0.0,0.0,[],[],[]
U000043,0.0,0.0,[],[],[]
U000044,139.64,139.64,"['Solace Interesting', 'Zenith Price']","['Beauty', 'Books']","[40.38, 99.26]"
U000045,0.0,0.0,[],[],[]
U000046,104.02,104.02,['NeoTech Build'],['Clothing'],[104.02]
U000047,0.0,0.0,[],[],[]
U000048,0.0,0.0,[],[],[]
U000049,0.0,0.0,[],[],[]
U000050,0.0,0.0,[],[],[]
U000051,0.0,0.0,[],[],[]
U000052,0.0,0.0,[],[],[]
U000053,0.0,0.0,[],[],[]
U000054,0.0,0.0,[],[],[]
U000055,0.0,0.0,[],[],[]
U000056,0.0,0.0,[],[],[]
U000057,0.0,0.0,[],[],[]
U000058,0.0,0.0,[],[],[]
U000059,0.0,0.0,[],[],[]
U000060,0.0,0.0,[],[],[]
U000061,0.0,0.0,[],[],[]
U000062,0.0,0.0,[],[],[]
U000063,0.0,0.0,[],[],[]
U000064,0.0,0.0,[],[],[]
U000065,0.0,0.0,[],[],[]
U000066,77.06,77.06,['Pulse Establish'],['Pet Supplies'],[38.53]
U000067,0.0,0.0,[],[],[]
U000068,0.0,0.0,[],[],[]
U000069,0.0,0.0,[],[],[]
U000070,0.0,0.0,[],[],[]
U000071,0.0,0.0,[],[],[]
U000072,0.0,0.0,[],[],[]
U000073,0.0,0.0,[],[],[]
U000074,0.0,0.0,[],[],[]
U000075,0.0,0.0,[],[],[]
U000076,0.0,0.0,[],[],[]
U000077,123.27,123.27,"['Orion Medical', 'GreenLeaf Sport']","['Home & Kitchen', 'Books']","[52.77, 17.73]"
U000078,956.29,956.29,"['Zenith By', 'Astra Daughter', 'Astra Measure', 'Solace Top']","['Toys', 'Toys', 'Automotive', 'Pet Supplies']","[40.92, 7.92, 763.65, 46.12]"
U000079,0.0,0.0,[],[],[]
U000080,0.0,0.0,[],[],[]
U000081,443.18,443.18,"['GreenLeaf News', 'Acme Whether', 'GreenLeaf Indicate', 'Solace Per']","['Books', 'Automotive', 'Groceries', 'Home & Kitchen']","[44.55, 359.12, 15.64, 23.87]"
U000082,2302.94,2302.94,['Harbor Buy'],['Electronics'],[1151.47]
U000083,809.67,809.67,"['Orion Wrong', 'Zenith Media']","['Automotive', 'Home & Kitchen']","[631.36, 178.31]"
U000084,0.0,0.0,[],[],[]
U000085,3003.15,3003.15,"['Orion Daughter', 'Zenith Run', 'Everest Imagine', 'Zenith Study']","['Toys', 'Electronics', 'Clothing', 'Books']","[54.61, 960.74, 15.52, 19.76]"
U000086,30.81,30.81,['Zenith Wait'],['Sports'],[30.81]
U000087,219.54,219.54,"['Zenith Thus', 'Acme Modern']","['Automotive', 'Books']","[191.89, 27.65]"
U000088,0.0,0.0,[],[],[]
U000089,0.0,0.0,[],[],[]
U000090,324.95,324.95,"['Harbor Reflect', 'Nimbus Sit', 'GreenLeaf Give']","['Beauty', 'Clothing', 'Sports']","[116.24, 37.65, 171.06]"
U000091,0.0,0.0,[],[],[]
U000092,0.0,0.0,[],[],[]
U000093,0.0,0.0,[],[],[]
U000094,0.0,0.0,[],[],[]
U000095,0.0,0.0,[],[],[]
U000096,0.0,0.0,[],[],[]
U000097,1318.8366666666666,991.62,"['Orion Range', 'Solace Cell']","['Sports', 'Home & Kitchen']","[159.14, 416.24]"
U000098,0.0,0.0,[],[],[]
U000099,22.25,22.25,['NeoTech Reason'],['Pet Supplies'],[22.25]
U000100,0.0,0.0,[],[],[]
U000101,0.0,0.0,[],[],[]
U000102,168.315,256.19,"['Everest Try', 'Orion Response', 'Pulse Money']","['Beauty', 'Beauty', 'Beauty']","[63.98, 81.49, 110.72]"
U000103,0.0,0.0,[],[],[]
U000104,0.0,0.0,[],[],[]
U000105,0.0,0.0,[],[],[]
U000106,71.72,71.72,['Astra Idea'],['Beauty'],[71.72]
U000107,70.96000000000001,42.45,['Zenith Red'],['Books'],[42.45]
U000108,0.0,0.0,[],[],[]
U000109,0.0,0.0,[],[],[]
U000110,0.0,0.0,[],[],[]
U000111,698.65,698.65,"['Nimbus Someone', 'Zenith Almost', 'Harbor Enter', 'GreenLeaf Carry', 'Acme Black']","['Books', 'Home & Kitchen', 'Home & Kitchen', 'Clothing', 'Toys']","[29.83, 63.21, 299.45, 232.34, 10.61]"
U000112,0.0,0.0,[],[],[]
U000113,0.0,0.0,[],[],[]
U000114,0.0,0.0,[],[],[]
U000115,0.0,0.0,[],[],[]
U000116,0.0,0.0,[],[],[]
U000117,0.0,0.0,[],[],[]
U000118,0.0,0.0,[],[],[]
U000119,0.0,0.0,[],[],[]
U000120,0.0,0.0,[],[],[]
U000121,420.25,420.25,"['Zenith Dog', 'Harbor Since', 'Orion Firm']","['Clothing', 'Automotive', 'Groceries']","[83.17, 332.57, 4.51]"
U000122,0.0,0.0,[],[],[]
U000123,766.52,766.52,['Acme Subject'],['Automotive'],[383.26]
U000124,0.0,0.0,[],[],[]
U000125,0.0,0.0,[],[],[]
U000126,0.0,0.0,[],[],[]
U000127,431.38,431.38,['Solace Owner'],['Home & Kitchen'],[215.69]
U000128,0.0,0.0,[],[],[]
U000129,0.0,0.0,[],[],[]
U000130,229.91,229.91,"['Zenith Stay', 'Nimbus Next', 'NeoTech Car']","['Beauty', 'Toys', 'Home & Kitchen']","[135.76, 74.6, 19.55]"
U000131,0.0,0.0,[],[],[]
U000132,0.0,0.0,[],[],[]
U000133,0.0,0.0,[],[],[]
U000134,0.0,0.0,[],[],[]
U000135,0.0,0.0,[],[],[]
U000136,0.0,0.0,[],[],[]
U000137,109.16,109.16,"['GreenLeaf Push', 'GreenLeaf Mr']","['Books', 'Beauty']","[52.29, 56.87]"
U000138,0.0,0.0,[],[],[]
U000139,367.59,659.56,"['Zenith Commercial', 'GreenLeaf Act']","['Sports', 'Clothing']","[180.4, 118.36]"
U000140,0.0,0.0,[],[],[]
U000141,226.24,226.24,['Harbor Much'],['Sports'],[226.24]
U000142,0.0,0.0,[],[],[]
U000143,0.0,0.0,[],[],[]
U000144,0.0,0.0,[],[],[]
U000145,0.0,0.0,[],[],[]
U000146,0.0,0.0,[],[],[]
U000147,0.0,0.0,[],[],[]
U000148,0.0,0.0,[],[],[]
U000149,102.84,102.84,['Orion High'],['Pet Supplies'],[34.28]
U000150,0.0,0.0,[],[],[]
U000151,0.0,0.0,[],[],[]
U000152,0.0,0.0,[],[],[]
U000153,0.0,0.0,[],[],[]
U000154,1203.06,1203.06,"['Pulse Fine', 'Willow Evening']","['Home & Kitchen', 'Toys']","[339.43, 61.59]"
U000155,0.0,0.0,[],[],[]
U000156,41.57,41.57,['Pulse Mr'],['Beauty'],[41.57]
U000157,0.0,0.0,[],[],[]
U000158,0.0,0.0,[],[],[]
U000159,476.0,476.0,"['Willow Eat', 'NeoTech Movement']","['Beauty', 'Home & Kitchen']","[131.16, 172.42]"
U000160,1152.27,1152.27,"['Solace Risk', 'Everest Fast', 'Nimbus Successful', 'Willow Age', 'Harbor Probably']","['Home & Kitchen', 'Toys', 'Pet Supplies', 'Clothing', 'Automotive']","[238.61, 24.92, 92.36, 105.35, 548.83]"
U000161,619.6850000000001,1059.41,"['Solace Chance', 'Willow Protect']","['Sports', 'Electronics']","[177.64, 704.13]"
U000162,0.0,0.0,[],[],[]
U000163,816.6,816.6,"['Pulse Money', 'NeoTech Purpose']","['Beauty', 'Automotive']","[110.72, 705.88]"
U000164,0.0,0.0,[],[],[]
U000165,0.0,0.0,[],[],[]
U000166,113.67,113.67,['Acme Boy'],['Toys'],[113.67]
U000167,1324.11,1324.11,['Willow Such'],['Automotive'],[441.37]
U000168,284.43,284.43,"['Pulse From', 'Nimbus Test', 'Astra Future', 'Orion Final']","['Toys', 'Beauty', 'Pet Supplies', 'Groceries']","[40.79, 137.88, 85.2, 20.56]"
U000169,831.94,831.94,"['Harbor Another', 'Solace News', 'Solace System']","['Beauty', 'Automotive', 'Sports']","[152.38, 660.72, 18.84]"
U000170,0.0,0.0,[],[],[]
U000171,0.0,0.0,[],[],[]
U000172,68.37,68.37,['Astra About'],['Home & Kitchen'],[68.37]
U000173,1352.63,1352.63,['Orion Face'],['Electronics'],[1352.63]
U000174,0.0,0.0,[],[],[]
U000175,0.0,0.0,[],[],[]
U000176,0.0,0.0,[],[],[]
U000177,0.0,0.0,[],[],[]
U000178,727.13,727.13,"['Harbor Development', 'Zenith Check', 'Acme Bank', 'Solace Well', 'Everest Rock', 'Willow Surface']","['Toys', 'Toys', 'Beauty', 'Groceries', 'Clothing', 'Home & Kitchen']","[96.63, 104.09, 26.1, 7.42, 36.54, 188.55]"
U000179,279.52,279.52,"['Orion Vote', 'Harbor Third', 'Everest Try']","['Toys', 'Beauty', 'Beauty']","[85.64, 64.95, 63.98]"
U000180,43.35,43.35,['Acme Drug'],['Pet Supplies'],[43.35]
U000181,0.0,0.0,[],[],[]
U000182,0.0,0.0,[],[],[]
U000183,1263.955,2493.47,"['Solace Foreign', 'Nimbus Knowledge']","['Electronics', 'Sports']","[1233.6, 26.27]"
U000184,0.0,0.0,[],[],[]
U000185,0.0,0.0,[],[],[]
U000186,0.0,0.0,[],[],[]
U000187,2518.61,2518.61,"['Orion Vote', 'Solace Activity', 'Harbor Thousand', 'GreenLeaf Item', 'Pulse Six']","['Toys', 'Pet Supplies', 'Sports', 'Electronics', 'Toys']","[85.64, 95.98, 317.38, 953.03, 27.91]"
U000188,592.995,1164.97,"['Everest Miss', 'Astra Player', 'Harbor Health']","['Automotive', 'Groceries', 'Groceries']","[570.57, 1.72, 22.11]"
U000189,0.0,0.0,[],[],[]
U000190,110.6,110.6,"['Zenith Conference', 'GreenLeaf Hear']","['Home & Kitchen', 'Groceries']","[99.23, 11.37]"
U000191,0.0,0.0,[],[],[]
U000192,528.62,422.57,"['Zenith Performance', 'Nimbus Establish', 'Nimbus Out', 'Nimbus Size']","['Pet Supplies', 'Home & Kitchen', 'Groceries', 'Pet Supplies']","[81.32, 74.41, 30.12, 155.4]"
U000193,0.0,0.0,[],[],[]
U000194,0.0,0.0,[],[],[]
U000195,0.0,0.0,[],[],[]
U000196,618.47,618.47,"['Nimbus Property', 'Acme Soldier']","['Toys', 'Clothing']","[92.89, 262.79]"
U000197,0.0,0.0,[],[],[]
U000198,0.0,0.0,[],[],[]
U000199,0.0,0.0,[],[],[]
U000200,71.29,71.29,['Everest Station'],['Toys'],[71.29]
U000201,1033.86,1033.86,['Nimbus Camera'],['Automotive'],[344.62]
U000202,0.0,0.0,[],[],[]
U000203,0.0,0.0,[],[],[]
U000204,289.37,516.84,"['Willow Cell', 'Solace Level', 'Nimbus Attack']","['Books', 'Home & Kitchen', 'Beauty']","[52.53, 264.67, 147.11]"
U000205,0.0,0.0,[],[],[]
U000206,1345.13,1345.13,"['Willow Benefit', 'Orion Structure', 'Zenith Heart']","['Electronics', 'Sports', 'Beauty']","[1028.88, 224.01, 92.24]"
U000207,2178.11,2178.11,"['Harbor Wonder', 'Willow Result', 'Everest Drive']","['Clothing', 'Electronics', 'Toys']","[123.01, 2035.42, 19.68]"
U000208,410.06,410.06,"['Solace Personal', 'GreenLeaf Even']","['Beauty', 'Books']","[156.31, 48.72]"
U000209,0.0,0.0,[],[],[]
U000210,2344.23,2344.23,"['Astra Democrat', 'Zenith Structure', 'Astra Power', 'Nimbus To']","['Electronics', 'Home & Kitchen', 'Electronics', 'Sports']","[554.93, 307.27, 788.21, 138.89]"
U000211,0.0,0.0,[],[],[]
U000212,0.0,0.0,[],[],[]
U000213,0.0,0.0,[],[],[]
U000214,20.31,20.31,['Pulse Consider'],['Groceries'],[20.31]
U000215,70.68,70.68,['NeoTech List'],['Sports'],[70.68]
U000216,0.0,0.0,[],[],[]
U000217,1613.53,364.29,"['GreenLeaf Seem', 'Nimbus Investment', 'Zenith North']","['Pet Supplies', 'Sports', 'Beauty']","[21.11, 322.77, 20.41]"
U000218,846.035,495.01,"['Orion Student', 'Astra Support']","['Sports', 'Clothing']","[442.12, 52.89]"
U000219,458.25,458.25,"['Everest May', 'Astra Option']","['Clothing', 'Home & Kitchen']","[274.66, 183.59]"
U000220,623.72,623.72,"['Everest Particularly', 'Nimbus Everything', 'Pulse Near']","['Sports', 'Pet Supplies', 'Electronics']","[158.55, 4.87, 455.43]"
U000221,0.0,0.0,[],[],[]
U000222,0.0,0.0,[],[],[]
U000223,0.0,0.0,[],[],[]
U000224,0.0,0.0,[],[],[]
U000225,199.04,199.04,"['Astra Cell', 'Zenith Pm', 'Harbor Other']","['Beauty', 'Clothing', 'Books']","[37.71, 92.23, 31.39]"
U000226,0.0,0.0,[],[],[]
U000227,338.22,338.22,"['Solace Practice', 'Astra Shake']","['Beauty', 'Beauty']","[105.48, 127.26]"
U000228,0.0,0.0,[],[],[]
U000229,0.0,0.0,[],[],[]
U000230,0.0,0.0,[],[],[]
U000231,0.0,0.0,[],[],[]
U000232,83.72,83.72,"['Orion And', 'Orion Chance', 'Zenith Mr']","['Pet Supplies', 'Pet Supplies', 'Sports']","[5.54, 7.85, 59.25]"
U000233,0.0,0.0,[],[],[]
U000234,842.76,842.76,"['Solace Who', 'Willow Rich', 'Acme Board']","['Toys', 'Electronics', 'Pet Supplies']","[56.34, 697.76, 44.33]"
U000235,57.43,57.43,"['Pulse Look', 'Zenith Military']","['Groceries', 'Pet Supplies']","[11.71, 45.72]"
U000236,0.0,0.0,[],[],[]
U000237,0.0,0.0,[],[],[]
U000238,0.0,0.0,[],[],[]
U000239,0.0,0.0,[],[],[]
U000240,0.0,0.0,[],[],[]
U000241,0.0,0.0,[],[],[]
U000242,877.82,877.82,"['Astra Pressure', 'Zenith Might', 'Zenith Church', 'Harbor Visit', 'Astra Leader']","['Pet Supplies', 'Sports', 'Pet Supplies', 'Toys', 'Beauty']","[72.49, 228.3, 39.15, 60.11, 44.38]"
U000243,0.0,0.0,[],[],[]
U000244,0.0,0.0,[],[],[]
U000245,3613.4,3613.4,"['GreenLeaf East', 'Nimbus Military', 'Pulse Interesting', 'Harbor Itself']","['Beauty', 'Sports', 'Electronics', 'Clothing']","[25.96, 178.96, 1663.12, 30.32]"
U000246,0.0,0.0,[],[],[]
U000247,0.0,0.0,[],[],[]
U000248,0.0,0.0,[],[],[]
U000249,0.0,0.0,[],[],[]
U000250,124.97,124.97,"['NeoTech Guy', 'Everest Imagine', 'Pulse Idea', 'NeoTech Possible']","['Pet Supplies', 'Clothing', 'Groceries', 'Toys']","[44.14, 15.52, 11.8, 53.51]"
U000251,0.0,0.0,[],[],[]
U000252,0.0,0.0,[],[],[]
U000253,464.85,464.85,"['Acme Option', 'Pulse Direction', 'NeoTech Truth']","['Home & Kitchen', 'Toys', 'Home & Kitchen']","[63.08, 43.64, 270.85]"
U000254,0.0,0.0,[],[],[]
U000255,301.93,301.93,"['Astra Lose', 'NeoTech Property']","['Beauty', 'Books']","[218.42, 83.51]"
U000256,0.0,0.0,[],[],[]
U000257,0.0,0.0,[],[],[]
U000258,0.0,0.0,[],[],[]
U000259,0.0,0.0,[],[],[]
U000260,0.0,0.0,[],[],[]
U000261,861.61,861.61,"['Orion Now', 'Orion Rock', 'Solace Throw']","['Clothing', 'Toys', 'Home & Kitchen']","[248.05, 111.48, 195.3]"
U000262,0.0,0.0,[],[],[]
U000263,113.2,113.2,['Pulse Author'],['Toys'],[56.6]
U000264,226.92999999999998,226.31,"['Orion Voice', 'Acme Art', 'Harbor Doctor', 'Pulse From']","['Toys', 'Pet Supplies', 'Books', 'Toys']","[81.52, 54.77, 8.44, 40.79]"
U000265,0.0,0.0,[],[],[]
U000266,0.0,0.0,[],[],[]
U000267,84.5,84.5,"['Solace Team', 'Willow Local']","['Pet Supplies', 'Toys']","[25.97, 58.53]"
U000268,0.0,0.0,[],[],[]
U000269,0.0,0.0,[],[],[]
U000270,467.84000000000003,281.21,"['GreenLeaf Card', 'Astra Strong']","['Pet Supplies', 'Beauty']","[42.91, 195.39]"
U000271,300.9,300.9,['Nimbus Head'],['Toys'],[100.3]
U000272,410.07000000000005,185.19,"['NeoTech Third', 'NeoTech Style']","['Books', 'Books']","[67.52, 50.15]"
U000273,45.55,45.55,['Everest Several'],['Home & Kitchen'],[45.55]
U000274,0.0,0.0,[],[],[]
U000275,0.0,0.0,[],[],[]
U000276,1229.16,1229.16,"['Pulse Next', 'Harbor By']","['Electronics', 'Electronics']","[861.62, 367.54]"
U000277,0.0,0.0,[],[],[]
U000278,0.0,0.0,[],[],[]
U000279,0.0,0.0,[],[],[]
U000280,0.0,0.0,[],[],[]
U000281,0.0,0.0,[],[],[]
U000282,0.0,0.0,[],[],[]
U000283,0.0,0.0,[],[],[]
U000284,0.0,0.0,[],[],[]
U000285,0.0,0.0,[],[],[]
U000286,179.14,179.14,"['Zenith Thought', 'Solace Most']","['Toys', 'Groceries']","[83.19, 12.76]"
U000287,0.0,0.0,[],[],[]
U000288,0.0,0.0,[],[],[]
U000289,0.0,0.0,[],[],[]
U000290,0.0,0.0,[],[],[]
U000291,0.0,0.0,[],[],[]
U000292,0.0,0.0,[],[],[]
U000293,0.0,0.0,[],[],[]
U000294,0.0,0.0,[],[],[]
U000295,183.62,212.95,"['Pulse Else', 'Zenith Follow']","['Books', 'Clothing']","[9.81, 101.57]"
U000296,0.0,0.0,[],[],[]
U000297,63.71,63.71,['Orion Miss'],['Toys'],[63.71]
U000298,0.0,0.0,[],[],[]
U000299,346.26,187.24,"['Nimbus Drive', 'NeoTech Despite']","['Home & Kitchen', 'Sports']","[132.13, 55.11]"
U000300,0.0,0.0,[],[],[]
U000301,0.0,0.0,[],[],[]
U000302,676.95,676.95,['Willow Peace'],['Automotive'],[676.95]
U000303,33.17,33.17,['Nimbus Near'],['Toys'],[33.17]
U000304,0.0,0.0,[],[],[]
U000305,658.24,658.24,"['Acme Road', 'GreenLeaf Fight', 'Nimbus At', 'Everest Look']","['Sports', 'Pet Supplies', 'Beauty', 'Automotive']","[115.22, 56.26, 13.85, 143.79]"
U000306,0.0,0.0,[],[],[]
U000307,534.09,534.09,"['Astra Study', 'Astra Cost', 'Pulse Near']","['Toys', 'Pet Supplies', 'Electronics']","[61.06, 17.6, 455.43]"
U000308,0.0,0.0,[],[],[]
U000309,165.4,165.4,"['GreenLeaf List', 'Acme Vote']","['Beauty', 'Pet Supplies']","[59.13, 47.14]"
U000310,0.0,0.0,[],[],[]
U000311,118.8,118.8,['Acme It'],['Clothing'],[118.8]
U000312,504.18,504.18,['GreenLeaf Discover'],['Clothing'],[252.09]
U000313,55.14,55.14,['Orion Coach'],['Books'],[55.14]
U000314,0.0,0.0,[],[],[]
U000315,0.0,0.0,[],[],[]
U000316,0.0,0.0,[],[],[]
U000317,265.83,265.83,"['Harbor Follow', 'Willow Including']","['Sports', 'Beauty']","[168.05, 97.78]"
U000318,0.0,0.0,[],[],[]
U000319,0.0,0.0,[],[],[]
U000320,0.0,0.0,[],[],[]
U000321,106.735,28.51,['Acme Indeed'],['Toys'],[28.51]
U000322,181.7733333333333,415.65,"['Willow Maintain', 'Everest Unit', 'Everest Age']","['Pet Supplies', 'Sports', 'Books']","[30.77, 142.68, 49.76]"
U000323,10.71,10.71,['Pulse Act'],['Groceries'],[3.57]
U000324,0.0,0.0,[],[],[]
U000325,0.0,0.0,[],[],[]
U000326,0.0,0.0,[],[],[]
U000327,0.0,0.0,[],[],[]
U000328,0.0,0.0,[],[],[]
U000329,0.0,0.0,[],[],[]
U000330,0.0,0.0,[],[],[]
U000331,0.0,0.0,[],[],[]
U000332,332.69,332.69,"['GreenLeaf Reach', 'Everest Opportunity', 'Solace Change', 'Solace So']","['Groceries', 'Groceries', 'Toys', 'Sports']","[5.66, 28.92, 65.6, 226.85]"
U000333,0.0,0.0,[],[],[]
U000334,0.0,0.0,[],[],[]
U000335,0.0,0.0,[],[],[]
U000336,773.3800000000001,796.19,"['NeoTech Nature', 'Everest Smile', 'Everest Side', 'Acme Room']","['Clothing', 'Clothing', 'Sports', 'Sports']","[181.88, 55.25, 192.22, 366.84]"
U000337,194.81,194.81,"['GreenLeaf West', 'GreenLeaf Relate', 'GreenLeaf Argue']","['Groceries', 'Beauty', 'Clothing']","[39.59, 111.37, 43.85]"
U000338,232.48,232.48,['Harbor Reflect'],['Beauty'],[116.24]
U000339,0.0,0.0,[],[],[]
U000340,266.43,266.43,"['Willow Amount', 'Acme Common', 'Zenith Life', 'Willow Somebody']","['Beauty', 'Pet Supplies', 'Groceries', 'Books']","[129.49, 50.96, 20.74, 65.24]"
U000341,0.0,0.0,[],[],[]
U000342,33.06,33.06,['GreenLeaf List'],['Books'],[33.06]
U000343,228.26,228.26,"['Orion Fund', 'Solace Peace']","['Beauty', 'Sports']","[104.54, 61.86]"
U000344,0.0,0.0,[],[],[]
U000345,1628.79,1628.79,"['Orion Range', 'Zenith White', 'Astra Receive', 'NeoTech Reveal', 'Orion Theory']","['Sports', 'Clothing', 'Electronics', 'Automotive', 'Sports']","[159.14, 176.19, 320.65, 229.68, 283.47]"
U000346,739.74,739.74,['Astra Fly'],['Automotive'],[369.87]
U000347,449.61,449.61,"['NeoTech Body', 'Astra Move', 'NeoTech Well']","['Sports', 'Electronics', 'Beauty']","[133.34, 244.36, 71.91]"
U000348,0.0,0.0,[],[],[]
U000349,507.06,108.75,"['NeoTech Stand', 'NeoTech Finally']","['Groceries', 'Home & Kitchen']","[19.06, 51.57]"
U000350,0.0,0.0,[],[],[]
U000351,0.0,0.0,[],[],[]
U000352,249.79,249.79,"['Zenith Red', 'Pulse Indeed']","['Books', 'Beauty']","[42.45, 103.67]"
U000353,0.0,0.0,[],[],[]
U000354,0.0,0.0,[],[],[]
U000355,0.0,0.0,[],[],[]
U000356,0.0,0.0,[],[],[]
U000357,2171.31,2171.31,"['Pulse Join', 'Harbor Cost', 'Nimbus Surface', 'Willow Cell']","['Clothing', 'Automotive', 'Beauty', 'Books']","[50.81, 661.52, 83.41, 52.53]"
U000358,22.47,22.47,['Nimbus Deal'],['Books'],[22.47]
U000359,0.0,0.0,[],[],[]
U000360,230.41,230.41,"['Willow Fall', 'NeoTech Position', 'Acme Those', 'Willow Message']","['Pet Supplies', 'Books', 'Toys', 'Home & Kitchen']","[41.44, 68.32, 109.53, 11.12]"
U000361,0.0,0.0,[],[],[]
U000362,0.0,0.0,[],[],[]
U000363,403.08,403.08,['Zenith Result'],['Sports'],[403.08]
U000364,0.0,0.0,[],[],[]
U000365,0.0,0.0,[],[],[]
U000366,0.0,0.0,[],[],[]
U000367,836.76,836.76,"['NeoTech Provide', 'Orion Once', 'Harbor Night']","['Sports', 'Home & Kitchen', 'Clothing']","[103.54, 157.51, 209.1]"
U000368,768.04,42.47,['Everest Image'],['Beauty'],[42.47]
U000369,0.0,0.0,[],[],[]
U000370,0.0,0.0,[],[],[]
U000371,166.64,166.64,['Zenith Hour'],['Clothing'],[166.64]
U000372,377.02000000000004,155.97,"['Pulse Eight', 'Zenith Rise']","['Groceries', 'Pet Supplies']","[18.77, 68.6]"
U000373,0.0,0.0,[],[],[]
U000374,3023.06,3023.06,"['Harbor Main', 'Orion Page', 'Astra Measure', 'Acme Subject']","['Beauty', 'Home & Kitchen', 'Automotive', 'Automotive']","[99.78, 249.07, 763.65, 383.26]"
U000375,131.53,232.25,['Zenith Investment'],['Beauty'],[232.25]
U000376,0.0,0.0,[],[],[]
U000377,0.0,0.0,[],[],[]
U000378,0.0,0.0,[],[],[]
U000379,884.25,884.25,"['Nimbus Figure', 'Acme Subject', 'Astra Agree']","['Books', 'Automotive', 'Pet Supplies']","[56.77, 383.26, 4.19]"
U000380,0.0,0.0,[],[],[]
U000381,0.0,0.0,[],[],[]
U000382,0.0,0.0,[],[],[]
U000383,0.0,0.0,[],[],[]
U000384,147.97,147.97,"['Acme Board', 'Nimbus Main']","['Pet Supplies', 'Pet Supplies']","[44.33, 59.31]"
U000385,50.2,50.2,['Solace Across'],['Clothing'],[25.1]
U000386,4799.94,4799.94,['Zenith Their'],['Electronics'],[1599.98]
U000387,0.0,0.0,[],[],[]
U000388,0.0,0.0,[],[],[]
U000389,0.0,0.0,[],[],[]
U000390,50.15,50.15,['NeoTech Style'],['Books'],[50.15]
U000391,539.69,539.69,"['Astra Upon', 'Pulse Against', 'Pulse Attention']","['Toys', 'Sports', 'Sports']","[20.58, 175.83, 167.45]"
U000392,713.58,713.58,"['Acme Manage', 'Pulse Phone']","['Sports', 'Beauty']","[343.78, 184.9]"
U000393,1560.67,1560.67,"['NeoTech Major', 'Orion Clearly']","['Books', 'Automotive']","[70.33, 496.78]"
U000394,1100.02,1100.02,"['Pulse Bad', 'Everest In', 'GreenLeaf According', 'Nimbus Threat', 'Willow Leader']","['Pet Supplies', 'Toys', 'Books', 'Sports', 'Home & Kitchen']","[94.61, 97.72, 28.04, 253.68, 408.71]"
U000395,0.0,0.0,[],[],[]
